date,dow,entry_time,entry_num,option_type,short_strike,long_strike,credit,settle,short_bid,short_ask,long_bid,long_ask,spot,spx_exit,qty,width,commission,pnl
20240807,2,15:57:00,2,CALL,5205,5215,0.75,0.0,0.9,1.1,0.1,0.15,5198.29,5199.58,15,10,30.0,1095.0
20240808,3,15:55:00,1,PUT,5295,5285,0.1,0.0,0.25,0.35,0.05,0.15,5313.82,5319.3,15,10,30.0,120.0
20240812,0,15:55:00,1,PUT,5325,5315,0.2,0.0,0.3,0.4,0.05,0.1,5337.08,5344.38,15,10,30.0,270.0
20240830,4,15:55:00,1,CALL,5655,5665,0.35,0.0,0.45,0.5,0.0,0.1,5643.69,5648.21,15,10,30.0,495.0
20240903,1,15:55:00,1,PUT,5505,5495,0.3,0.0,0.55,0.7,0.15,0.25,5518.48,5528.94,15,10,30.0,420.0
20240903,1,15:57:00,2,PUT,5515,5505,0.2,0.0,0.3,0.35,0.05,0.1,5524.29,5528.94,15,10,30.0,270.0
20240906,4,15:55:00,1,PUT,5400,5390,0.55,0.0,0.7,0.85,0.1,0.15,5410.38,5408.52,15,10,30.0,795.0
20240906,4,15:57:00,2,PUT,5395,5385,0.25,0.0,0.35,0.4,0.05,0.1,5405.29,5408.52,15,10,30.0,345.0
20240911,2,15:55:00,1,CALL,5560,5570,0.25,0.0,0.3,0.35,0.0,0.05,5547.85,5554.12,15,10,30.0,345.0
20240911,2,15:57:00,2,CALL,5560,5570,0.35,0.0,0.45,0.55,0.0,0.1,5552.17,5554.12,15,10,30.0,495.0
20240917,1,15:51:00,1,PUT,5615,5605,0.1,0.0,0.2,0.25,0.05,0.1,5628.58,5634.59,15,10,30.0,120.0
20240918,2,15:55:00,1,CALL,5635,5645,0.3,0.0,0.4,0.55,0.05,0.1,5622.35,5618.29,15,10,30.0,420.0
20240918,2,15:57:00,2,CALL,5630,5640,0.5,0.0,0.65,0.75,0.05,0.15,5622.82,5618.29,15,10,30.0,720.0
20240930,0,15:55:00,1,CALL,5770,5780,0.45,0.0,0.6,0.65,0.1,0.15,5756.53,5762.4,15,10,30.0,645.0
20240930,0,15:57:00,2,CALL,5775,5785,0.2,0.0,0.35,0.45,0.1,0.15,5762.14,5762.4,15,10,30.0,270.0
20241001,1,15:51:00,1,PUT,5700,5690,0.35,0.0,0.5,0.55,0.1,0.15,5712.55,5708.72,15,10,30.0,495.0
20241009,2,15:57:00,2,CALL,5800,5810,0.15,0.0,0.2,0.25,0.0,0.05,5793.62,5792.04,15,10,30.0,195.0
20241105,1,15:51:00,1,PUT,5760,5750,0.1,0.0,0.2,0.25,0.05,0.1,5773.87,5782.85,15,10,30.0,120.0
20241218,2,15:55:00,1,CALL,5925,5935,0.35,0.0,0.6,0.75,0.15,0.25,5909.84,5872.07,15,10,30.0,495.0
20241218,2,15:57:00,2,CALL,5900,5910,0.45,0.0,0.55,0.65,0.05,0.1,5889.26,5872.07,15,10,30.0,645.0
20241220,4,15:55:00,1,PUT,5920,5910,0.8,0.0,1.15,1.3,0.25,0.35,5931.3,5931.01,15,10,30.0,1170.0
20241220,4,15:57:00,2,CALL,5935,5945,0.25,0.0,0.35,0.5,0.05,0.1,5926.77,5931.01,15,10,30.0,345.0
20241227,4,15:55:00,1,CALL,5980,5990,0.3,0.0,0.35,0.45,0.0,0.05,5969.87,5970.86,15,10,30.0,420.0
20241227,4,15:57:00,2,PUT,5960,5950,0.1,0.0,0.2,0.3,0.05,0.1,5968.51,5970.86,15,10,30.0,120.0
20241230,0,15:55:00,1,CALL,5935,5945,0.15,0.0,0.2,0.25,0.0,0.05,5920.95,5906.93,15,10,30.0,195.0
20241230,0,15:57:00,2,PUT,5905,5895,0.25,0.0,0.3,0.4,0.0,0.05,5914.28,5906.93,15,10,30.0,345.0
20241231,1,15:55:00,1,PUT,5865,5855,0.4,0.0,0.55,0.65,0.1,0.15,5879.18,5881.79,15,10,30.0,570.0
20241231,1,15:57:00,2,CALL,5885,5895,0.65,0.0,0.8,0.9,0.1,0.15,5876.5,5881.79,15,10,30.0,945.0
20250107,1,15:51:00,1,PUT,5895,5885,0.4,0.0,0.55,0.65,0.1,0.15,5907.82,5909.04,15,10,30.0,570.0
20250107,1,15:57:00,2,PUT,5900,5890,0.15,0.0,0.2,0.3,0.0,0.05,5908.55,5909.04,15,10,30.0,195.0
20250110,4,15:55:00,1,PUT,5820,5810,0.2,0.0,0.3,0.4,0.05,0.1,5830.57,5827.02,15,10,30.0,270.0
20250127,0,15:51:00,1,PUT,5990,5980,0.35,0.0,0.55,0.65,0.15,0.2,6002.06,6012.31,15,10,30.0,495.0
20250128,1,15:51:00,1,PUT,6055,6045,0.1,0.0,0.2,0.25,0.05,0.1,6067.28,6067.71,15,10,30.0,120.0
20250129,2,15:57:00,2,CALL,6050,6060,0.2,0.0,0.25,0.3,0.0,0.05,6042.52,6039.29,15,10,30.0,270.0
20250131,4,15:55:00,1,CALL,6050,6060,0.7,0.0,1.0,1.1,0.2,0.3,6039.4,6040.46,15,10,30.0,1020.0
20250131,4,15:57:00,2,CALL,6050,6060,0.35,0.0,0.45,0.5,0.05,0.1,6039.8,6040.46,15,10,30.0,495.0
20250203,0,15:51:00,1,PUT,5990,5980,0.55,0.0,0.8,0.85,0.2,0.25,6003.12,5994.63,15,10,30.0,795.0
20250203,0,15:57:00,2,CALL,6005,6015,0.15,0.0,0.2,0.3,0.0,0.05,5996.23,5994.63,15,10,30.0,195.0
20250225,1,15:51:00,1,CALL,5970,5980,0.6,0.0,0.75,0.85,0.1,0.15,5956.85,5955.34,15,10,30.0,870.0
20250305,2,15:55:00,1,CALL,5860,5870,0.7,0.0,0.95,1.1,0.15,0.25,5847.79,5842.52,15,10,30.0,1020.0
20250305,2,15:57:00,2,CALL,5855,5865,0.3,0.0,0.4,0.5,0.05,0.1,5846.53,5842.52,15,10,30.0,420.0
20250306,3,15:55:00,1,PUT,5725,5715,0.45,0.0,0.7,0.85,0.2,0.25,5744.37,5738.5,15,10,30.0,645.0
20250310,0,15:55:00,1,CALL,5625,5635,0.7,0.0,1.15,1.4,0.35,0.45,5610.11,5614.62,15,10,30.0,1020.0
20250310,0,15:57:00,2,PUT,5605,5595,0.3,0.0,0.5,0.6,0.1,0.2,5617.26,5614.62,15,10,30.0,420.0
20250312,2,15:55:00,1,CALL,5615,5625,0.3,0.0,0.35,0.45,0.0,0.05,5602.89,5599.3,15,10,30.0,420.0
20250314,4,15:55:00,1,PUT,5630,5620,0.45,0.0,0.55,0.6,0.05,0.1,5641.66,5638.94,15,10,30.0,645.0
20250319,2,15:55:00,1,CALL,5695,5705,0.3,0.0,0.35,0.45,0.0,0.05,5681.77,5675.35,15,10,30.0,420.0
20250319,2,15:57:00,2,CALL,5685,5695,0.45,0.0,0.5,0.55,0.0,0.05,5676.02,5675.35,15,10,30.0,645.0
20250321,4,15:55:00,1,CALL,5670,5680,0.2,0.0,0.3,0.4,0.0,0.1,5658.42,5667.35,15,10,30.0,270.0
20250328,4,15:55:00,1,PUT,5575,5565,0.35,0.0,0.45,0.6,0.05,0.1,5585.68,5580.95,15,10,30.0,495.0
20250401,1,15:51:00,1,PUT,5610,5600,0.25,0.0,0.35,0.4,0.05,0.1,5625.56,5633.08,15,10,30.0,345.0
20250402,2,15:55:00,1,CALL,5685,5695,0.3,0.0,0.45,0.55,0.1,0.15,5672.62,5670.87,15,10,30.0,420.0
20250403,3,15:55:00,1,PUT,5390,5380,0.55,0.0,0.75,0.85,0.15,0.2,5405.52,5396.6,15,10,30.0,795.0
20250408,1,15:55:00,1,PUT,4960,4950,1.1,0.0,4.1,4.8,2.45,3.0,4976.27,4982.78,15,10,30.0,1620.0
20250408,1,15:57:00,2,PUT,4965,4955,1.35,0.0,3.6,4.1,1.95,2.25,4973.91,4982.78,15,10,30.0,1995.0
20250416,2,15:55:00,1,CALL,5290,5300,0.3,0.0,0.55,0.7,0.15,0.25,5273.21,5275.74,15,10,30.0,420.0
20250416,2,15:57:00,2,CALL,5285,5295,0.25,0.0,0.4,0.55,0.1,0.15,5277.09,5275.74,15,10,30.0,345.0
20250421,0,15:55:00,1,PUT,5140,5130,0.5,0.0,0.6,0.7,0.05,0.1,5152.38,5158.21,15,10,30.0,720.0
20250428,0,15:55:00,1,CALL,5550,5560,0.15,0.0,0.25,0.3,0.05,0.1,5537.22,5528.71,15,10,30.0,195.0
20250429,1,15:51:00,1,CALL,5580,5590,0.2,0.0,0.3,0.35,0.0,0.1,5566.99,5560.74,15,10,30.0,270.0
20250430,2,15:55:00,1,CALL,5585,5595,0.85,0.0,1.55,1.75,0.6,0.7,5568.73,5568.92,15,10,30.0,1245.0
20250430,2,15:57:00,2,CALL,5585,5595,0.65,0.0,1.0,1.1,0.3,0.35,5575.08,5568.92,15,10,30.0,945.0
20250502,4,15:55:00,1,PUT,5675,5665,0.15,0.0,0.25,0.35,0.05,0.1,5688.85,5686.63,15,10,30.0,195.0
20250505,0,15:51:00,1,PUT,5645,5635,0.2,0.0,0.35,0.45,0.1,0.15,5658.67,5650.59,15,10,30.0,270.0
20250506,1,15:55:00,1,PUT,5605,5595,0.15,0.0,0.2,0.3,0.0,0.05,5617.14,5606.84,15,10,30.0,195.0
20250507,2,15:55:00,1,CALL,5635,5645,0.3,0.0,0.5,0.75,0.15,0.2,5622.8,5631.19,15,10,30.0,420.0
20250507,2,15:57:00,2,CALL,5640,5650,0.15,0.0,0.3,0.4,0.1,0.15,5629.47,5631.19,15,10,30.0,195.0
20250508,3,15:55:00,1,PUT,5655,5645,0.2,0.0,0.35,0.45,0.1,0.15,5671.56,5664.12,15,10,30.0,270.0
20250512,0,15:51:00,1,PUT,5820,5810,0.2,0.0,0.3,0.4,0.05,0.1,5833.3,5844.17,15,10,30.0,270.0
20250521,2,15:55:00,1,CALL,5860,5870,0.15,0.0,0.25,0.3,0.05,0.1,5847.12,5844.55,15,10,30.0,195.0
20250521,2,15:57:00,2,CALL,5855,5865,0.15,0.0,0.2,0.25,0.0,0.05,5848.19,5844.55,15,10,30.0,195.0
20250523,4,15:55:00,1,PUT,5790,5780,0.25,0.0,0.4,0.55,0.05,0.15,5801.88,5802.83,15,10,30.0,345.0
20250527,1,15:51:00,1,PUT,5900,5890,0.15,0.0,0.2,0.25,0.0,0.05,5914.18,5921.54,15,10,30.0,195.0
20250529,3,15:55:00,1,PUT,5890,5880,0.1,0.0,0.2,0.3,0.05,0.1,5905.06,5912.2,15,10,30.0,120.0
20250530,4,15:55:00,1,PUT,5895,5885,1.0,0.0,1.4,1.6,0.3,0.4,5906.79,5911.62,15,10,30.0,1470.0
20250530,4,15:57:00,2,PUT,5910,5900,0.65,0.0,0.85,0.95,0.15,0.2,5919.93,5911.62,15,10,30.0,945.0
20250602,0,15:51:00,1,PUT,5920,5910,0.1,0.0,0.2,0.25,0.05,0.1,5932.03,5936.03,15,10,30.0,120.0
20250603,1,15:51:00,1,PUT,5955,5945,0.15,0.0,0.25,0.3,0.05,0.1,5967.85,5970.38,15,10,30.0,195.0
20250605,3,15:55:00,1,PUT,5920,5910,0.1,0.0,0.2,0.25,0.05,0.1,5936.33,5939.31,15,10,30.0,120.0
20250613,4,15:55:00,1,PUT,5955,5945,0.1,0.0,0.2,0.35,0.05,0.1,5967.88,5976.96,15,10,30.0,120.0
20250616,0,15:51:00,1,PUT,6015,6005,0.15,0.0,0.2,0.25,0.0,0.05,6027.93,6033.11,15,10,30.0,195.0
20250617,1,15:51:00,1,PUT,5975,5965,0.15,0.0,0.25,0.3,0.05,0.1,5989.55,5982.72,15,10,30.0,195.0
20250618,2,15:57:00,2,CALL,5990,6000,0.2,0.0,0.25,0.35,0.0,0.05,5983.62,5980.85,15,10,30.0,270.0
20250630,0,15:51:00,1,CALL,6225,6235,0.35,0.0,0.5,0.55,0.1,0.15,6210.52,6204.94,15,10,30.0,495.0
20250731,3,15:55:00,1,PUT,6315,6305,0.15,0.0,0.25,0.3,0.05,0.1,6330.44,6339.55,15,10,30.0,195.0
20250801,4,15:55:00,1,PUT,6230,6220,0.3,0.0,0.4,0.5,0.05,0.1,6240.59,6238.01,15,10,30.0,420.0
20250801,4,15:57:00,2,PUT,6235,6225,0.2,0.0,0.3,0.35,0.05,0.1,6243.65,6238.01,15,10,30.0,270.0
20250917,2,15:55:00,1,CALL,6615,6625,0.15,0.0,0.2,0.3,0.0,0.05,6602.89,6600.42,15,10,30.0,195.0
20250917,2,15:57:00,2,CALL,6600,6610,0.5,0.42,0.6,0.7,0.05,0.1,6593.61,6600.42,15,10,30.0,90.0
20251010,4,15:55:00,1,PUT,6545,6535,0.7,0.0,1.4,1.6,0.45,0.7,6559.43,6552.5,15,10,30.0,1020.0
20251010,4,15:57:00,2,PUT,6540,6530,0.6,0.0,1.05,1.25,0.4,0.45,6550.95,6552.5,15,10,30.0,870.0
20251016,3,15:55:00,1,PUT,6615,6605,0.2,0.0,0.35,0.4,0.1,0.15,6631.17,6629.08,15,10,30.0,270.0
20251028,1,15:51:00,1,PUT,6880,6870,0.1,0.0,0.2,0.3,0.05,0.1,6893.1,6890.91,15,10,30.0,120.0
20251029,2,15:55:00,1,CALL,6900,6910,0.15,0.0,0.2,0.25,0.0,0.05,6887.49,6890.73,15,10,30.0,195.0
20251031,4,15:55:00,1,PUT,6840,6830,0.25,0.0,0.4,0.45,0.05,0.15,6851.19,6840.25,15,10,30.0,345.0
20251031,4,15:57:00,2,PUT,6840,6830,0.15,0.0,0.25,0.35,0.05,0.1,6848.62,6840.25,15,10,30.0,195.0
20251104,1,15:51:00,1,PUT,6760,6750,0.25,0.0,0.35,0.45,0.05,0.1,6772.61,6771.74,15,10,30.0,345.0
20251107,4,15:55:00,1,PUT,6705,6695,0.1,0.0,0.2,0.3,0.05,0.1,6717.31,6728.81,15,10,30.0,120.0
20251107,4,15:57:00,2,PUT,6715,6705,0.15,0.0,0.25,0.3,0.05,0.1,6724.33,6728.81,15,10,30.0,195.0
20251113,3,15:55:00,1,PUT,6710,6700,0.15,0.0,0.2,0.25,0.0,0.05,6726.85,6737.55,15,10,30.0,195.0
20251117,0,15:55:00,1,PUT,6650,6640,0.15,0.0,0.2,0.25,0.0,0.05,6663.68,6672.5,15,10,30.0,195.0
20251118,1,15:55:00,1,PUT,6615,6605,0.15,0.0,0.2,0.25,0.0,0.05,6628.6,6617.37,15,10,30.0,195.0
20251120,3,15:55:00,1,PUT,6525,6515,0.15,0.0,0.25,0.35,0.05,0.1,6543.82,6538.98,15,10,30.0,195.0
20251210,2,15:57:00,2,CALL,6895,6905,0.25,0.0,0.3,0.35,0.0,0.05,6888.61,6886.8,15,10,30.0,345.0
20251212,4,15:55:00,1,CALL,6835,6845,0.2,0.0,0.25,0.35,0.0,0.05,6823.71,6827.38,15,10,30.0,270.0
20251212,4,15:57:00,2,PUT,6815,6805,0.1,0.0,0.2,0.25,0.0,0.1,6824.16,6827.38,15,10,30.0,120.0
20260120,1,15:51:00,1,PUT,6780,6770,0.15,0.0,0.25,0.3,0.05,0.1,6795.53,6796.93,15,10,30.0,195.0
20260120,1,15:57:00,2,PUT,6790,6780,0.1,0.0,0.2,0.25,0.05,0.1,6798.7,6796.93,15,10,30.0,120.0
20260130,4,15:55:00,1,PUT,6925,6915,0.25,0.0,0.35,0.5,0.05,0.1,6935.26,6939.14,15,10,30.0,345.0
20260130,4,15:57:00,2,PUT,6930,6920,0.15,0.0,0.25,0.3,0.05,0.1,6939.7,6939.14,15,10,30.0,195.0
20260203,1,15:51:00,1,PUT,6900,6890,0.25,0.0,0.35,0.4,0.05,0.1,6913.77,6917.76,15,10,30.0,345.0
20260204,2,15:55:00,1,CALL,6900,6910,0.15,0.0,0.2,0.25,0.0,0.05,6886.98,6882.73,15,10,30.0,195.0
20260204,2,15:57:00,2,CALL,6890,6900,0.15,0.0,0.2,0.25,0.0,0.05,6880.87,6882.73,15,10,30.0,195.0
20260206,4,15:55:00,1,PUT,6930,6920,0.15,0.0,0.25,0.3,0.05,0.1,6941.56,6932.25,15,10,30.0,195.0
20260206,4,15:57:00,2,CALL,6945,6955,0.1,0.0,0.2,0.25,0.05,0.1,6936.83,6932.25,15,10,30.0,120.0
20260227,4,15:55:00,1,PUT,6860,6850,0.15,0.0,0.25,0.3,0.05,0.1,6871.25,6878.88,15,10,30.0,195.0
20260302,0,15:51:00,1,PUT,6865,6855,0.25,0.0,0.35,0.4,0.05,0.1,6878.87,6881.59,15,10,30.0,345.0
20260303,1,15:55:00,1,PUT,6800,6790,0.1,0.0,0.2,0.25,0.05,0.1,6816.14,6816.63,15,10,30.0,120.0
20260309,0,15:55:00,1,PUT,6770,6760,0.35,0.0,0.65,0.75,0.25,0.3,6784.42,6795.9,15,10,30.0,495.0
20260309,0,15:57:00,2,CALL,6800,6810,0.3,0.0,0.45,0.55,0.1,0.15,6791.58,6795.9,15,10,30.0,420.0
20260310,1,15:57:00,2,CALL,6785,6795,0.15,0.0,0.2,0.25,0.0,0.05,6776.03,6781.52,15,10,30.0,195.0
20260320,4,15:55:00,1,CALL,6515,6525,0.4,0.0,0.65,0.75,0.2,0.25,6504.36,6506.68,15,10,30.0,570.0
20260320,4,15:57:00,2,CALL,6515,6525,0.15,0.0,0.25,0.3,0.05,0.1,6505.55,6506.68,15,10,30.0,195.0
20260324,1,15:51:00,1,PUT,6545,6535,0.25,0.0,0.35,0.4,0.05,0.1,6559.2,6556.33,15,10,30.0,345.0
